Battle,Turn,Player_HP,Agent_HP
1631,12,49,52
1631,13,39,32
1631,14,39,31
1631,15,39,32
1631,16,39,38
1631,17,39,42
1631,18,39,46
1631,19,34,40
1631,20,34,38
1631,21,19,27
1631,22,29,37
1631,23,25,17
1631,24,20,17
1631,25,20,17
1631,26,30,27
1631,27,30,25
1631,28,30,24
1631,29,30,23
1631,30,30,23
1631,31,30,20
1631,32,15,8
1631,33,25,18
1631,34,25,18
1631,35,25,20
1631,36,25,21
1631,37,35,31
1631,38,45,41
1631,39,45,41
1631,40,30,21
1631,41,30,19
1631,42,30,14
1631,43,20,14
1631,44,15,14
1631,45,25,24
1631,46,25,18
1631,47,35,28
1631,48,15,12
1631,49,20,12
1631,50,19,12
1631,51,4,12
1631,52,4,0
1632,1,62,65
1632,2,62,64
1632,3,62,65
1632,4,62,65
1632,5,60,52
1632,6,70,62
1632,7,70,67
1632,8,70,71
1632,9,55,56
1632,10,50,52
1632,11,35,48
1632,12,35,43
1632,13,20,29
1632,14,30,39
1632,15,5,29
1632,16,5,29
1632,17,9,29
1632,18,7,29
1632,19,-8,23
1633,1,75,75
1633,2,60,60
1633,3,40,46
1633,4,40,46
1633,5,40,44
1633,6,40,44
1633,7,25,35
1633,8,27,35
1633,9,23,24
1633,10,23,28
1633,11,33,38
1633,12,20,34
1633,13,7,21
1633,14,6,21
1633,15,1,21
1633,16,-12,6
1634,1,64,62
1634,2,64,57
1634,3,55,45
1634,4,46,30
1634,5,42,16
1634,6,42,0
1635,1,62,65
1635,2,49,50
1635,3,39,35
1635,4,28,23
1635,5,25,12
1635,6,33,12
1635,7,33,-8
1636,1,61,61
1636,2,56,57
1636,3,66,67
1636,4,66,62
1636,5,66,66
1636,6,66,64
1636,7,66,68
1636,8,61,68
1636,9,50,63
1636,10,50,70
1636,11,38,50
1636,12,26,36
1636,13,11,23
1636,14,-4,13
1637,1,63,75
1637,2,60,75
1637,3,57,75
1637,4,47,50
1637,5,57,60
1637,6,67,70
1637,7,52,55
1637,8,52,50
1637,9,52,47
1637,10,40,37
1637,11,40,32
1637,12,47,32
1637,13,47,32
1637,14,37,20
1637,15,27,15
1637,16,27,0
1638,1,62,75
1638,2,62,75
1638,3,48,64
1638,4,38,52
1638,5,28,37
1638,6,13,25
1638,7,9,25
1638,8,8,25
1638,9,3,25
1638,10,2,25
1638,11,-1,25
1639,1,64,63
1639,2,64,63
1639,3,64,67
1639,4,52,54
1639,5,41,44
1639,6,36,38
1639,7,24,32
1639,8,10,19
1639,9,1,6
1639,10,0,6
1640,1,64,75
1640,2,53,63
1640,3,41,57
1640,4,41,61
1640,5,31,48
1640,6,16,36
1640,7,6,36
1640,8,-9,22
1641,1,60,63
1641,2,46,50
1641,3,36,42
1641,4,23,40
1641,5,33,50
1641,6,18,37
1641,7,13,37
1641,8,11,27
1641,9,17,27
1641,10,15,27
1641,11,0,17
1642,1,64,63
1642,2,64,64
1642,3,59,52
1642,4,59,42
1642,5,53,39
1642,6,45,24
1642,7,45,14
1642,8,45,-6
1643,1,65,65
1643,2,50,55
1643,3,50,50
1643,4,35,40
1643,5,21,34
1643,6,18,34
1643,7,10,22
1643,8,8,9
1643,9,6,9
1643,10,2,9
1643,11,12,19
1643,12,11,19
1643,13,21,29
1643,14,21,29
1643,15,21,29
1643,16,10,15
1643,17,9,15
1643,18,7,15
1643,19,13,15
1643,20,8,2
1643,21,8,-10
1644,1,75,73
1644,2,65,65
1644,3,65,71
1644,4,50,59
1644,5,37,55
1644,6,37,60
1644,7,37,62
1644,8,26,52
1644,9,12,40
1644,10,-3,28
1645,1,65,65
1645,2,53,52
1645,3,63,62
1645,4,73,72
1645,5,73,73
1645,6,61,63
1645,7,50,48
1645,8,50,43
1645,9,40,33
1645,10,40,39
1645,11,40,41
1645,12,28,31
1645,13,16,16
1645,14,4,8
1645,15,4,-5
1646,1,63,61
1646,2,60,53
1646,3,60,52
1646,4,60,48
1646,5,56,33
1646,6,47,20
1646,7,35,9
1646,8,35,0
1647,1,65,70
1647,2,54,60
1647,3,44,54
1647,4,39,44
1647,5,24,38
1647,6,22,38
1647,7,22,38
1647,8,8,34
1647,9,4,34
1647,10,1,34
1647,11,-3,34
1648,1,64,64
1648,2,54,39
1648,3,48,28
1648,4,32,3
1648,5,32,-10
1649,1,64,64
1649,2,63,64
1649,3,53,39
1649,4,53,29
1649,5,53,29
1649,6,50,17
1649,7,40,5
1649,8,36,5
1649,9,42,5
1649,10,42,-5
1650,1,60,62
1650,2,50,42
1650,3,50,40
1650,4,50,40
1650,5,50,38
1650,6,50,36
1650,7,50,34
1650,8,50,34
1650,9,50,40
1650,10,50,35
1650,11,50,20
1650,12,46,8
1650,13,46,-6
1651,1,65,60
1651,2,75,70
1651,3,55,60
1651,4,43,45
1651,5,40,30
1651,6,36,24
1651,7,24,18
1651,8,34,28
1651,9,9,22
1651,10,7,22
1651,11,7,22
1651,12,2,22
1651,13,1,22
1651,14,-1,22
1652,1,65,55
1652,2,53,49
1652,3,53,49
1652,4,53,47
1652,5,38,22
1652,6,32,16
1652,7,17,1
1652,8,12,1
1652,9,22,11
1652,10,19,11
1652,11,19,-2
1653,1,61,65
1653,2,61,65
1653,3,50,45
1653,4,50,40
1653,5,50,37
1653,6,47,21
1653,7,32,15
1653,8,27,1
1653,9,27,-9
1654,1,75,75
1654,2,60,69
1654,3,45,56
1654,4,32,41
1654,5,17,32
1654,6,4,20
1654,7,-10,5
1655,1,64,65
1655,2,54,50
1655,3,48,38
1655,4,48,38
1655,5,48,38
1655,6,48,38
1655,7,48,34
1655,8,58,44
1655,9,52,29
1655,10,49,17
1655,11,53,17
1655,12,48,4
1655,13,48,-6
1656,1,61,67
1656,2,61,72
1656,3,57,72
1656,4,43,62
1656,5,33,52
1656,6,22,39
1656,7,18,39
1656,8,17,39
1656,9,13,39
1656,10,7,27
1656,11,14,27
1656,12,4,15
1656,13,10,15
1656,14,10,-5
1657,1,60,67
1657,2,60,71
1657,3,60,70
1657,4,46,58
1657,5,31,47
1657,6,18,32
1657,7,28,42
1657,8,16,36
1657,9,12,36
1657,10,10,36
1657,11,-1,25
1658,1,75,73
1658,2,72,65
1658,3,60,45
1658,4,60,39
1658,5,45,14
1658,6,42,6
1658,7,42,0
1659,1,75,65
1659,2,72,59
1659,3,72,61
1659,4,72,58
1659,5,60,46
1659,6,55,33
1659,7,50,20
1659,8,50,16
1659,9,48,4
1659,10,48,-11
1660,1,61,60
1660,2,59,60
1660,3,59,55
1660,4,59,50
1660,5,54,45
1660,6,50,34
1660,7,30,24
1660,8,24,12
1660,9,28,12
1660,10,24,6
1660,11,29,6
1660,12,27,4
1660,13,27,-4
1661,1,60,75
1661,2,49,64
1661,3,45,64
1661,4,45,65
1661,5,43,52
1661,6,30,43
1661,7,30,44
1661,8,28,44
1661,9,18,33
1661,10,15,33
1661,11,14,33
1661,12,12,33
1661,13,0,24
1662,1,67,63
1662,2,67,62
1662,3,67,59
1662,4,63,48
1662,5,48,42
1662,6,48,40
1662,7,36,29
1662,8,16,9
1662,9,16,-3
1663,1,60,60
1663,2,56,60
1663,3,41,45
1663,4,26,33
1663,5,31,33
1663,6,16,29
1663,7,14,29
1663,8,12,29
1663,9,8,29
1663,10,6,29
1663,11,5,29
1663,12,4,29
1663,13,3,29
1663,14,3,25
1663,15,-2,25
1664,1,65,64
1664,2,65,61
1664,3,65,55
1664,4,65,50
1664,5,57,40
1664,6,51,26
1664,7,49,1
1664,8,49,-12
1665,1,60,63
1665,2,48,50
1665,3,38,37
1665,4,34,26
1665,5,24,26
1665,6,20,26
1665,7,15,26
1665,8,10,26
1665,9,5,26
1665,10,0,26
1666,1,64,72
1666,2,51,61
1666,3,57,61
1666,4,45,49
1666,5,35,44
1666,6,24,38
1666,7,24,38
1666,8,20,33
1666,9,7,20
1666,10,-5,9
1667,1,63,69
1667,2,53,67
1667,3,53,65
1667,4,45,54
1667,5,32,42
1667,6,18,29
1667,7,17,29
1667,8,12,29
1667,9,7,29
1667,10,7,25
1667,11,-7,23
1668,1,61,60
1668,2,56,44
1668,3,41,32
1668,4,41,38
1668,5,41,33
1668,6,41,18
1668,7,37,9
1668,8,37,-5
1669,1,60,60
1669,2,59,60
1669,3,49,50
1669,4,49,52
1669,5,34,40
1669,6,22,29
1669,7,9,13
1669,8,6,13
1669,9,6,-7
1670,1,61,75
1670,2,51,55
1670,3,41,55
1670,4,31,40
1670,5,16,28
1670,6,11,28
1670,7,6,28
1670,8,5,28
1670,9,2,28
1670,10,7,28
1670,11,-7,24
1671,1,60,50
1671,2,60,45
1671,3,48,32
1671,4,34,17
1671,5,14,5
1671,6,24,15
1671,7,28,15
1671,8,20,13
1671,9,15,13
1671,10,15,-12
1672,1,61,65
1672,2,49,57
1672,3,34,37
1672,4,20,27
1672,5,15,27
1672,6,12,27
1672,7,10,27
1672,8,20,37
1672,9,28,37
1672,10,17,24
1672,11,23,24
1672,12,25,24
1672,13,20,24
1672,14,8,11
1672,15,8,0
1673,1,63,65
1673,2,50,53
1673,3,40,50
1673,4,38,50
1673,5,24,36
1673,6,4,26
1673,7,1,13
1673,8,9,13
1673,9,7,13
1673,10,4,13
1673,11,-11,9
1674,1,61,50
1674,2,49,35
1674,3,39,26
1674,4,19,10
1674,5,21,10
1674,6,21,-4
1675,1,64,75
1675,2,54,62
1675,3,53,62
1675,4,38,49
1675,5,27,34
1675,6,13,18
1675,7,2,6
1675,8,2,-5
1676,1,64,64
1676,2,62,54
1676,3,59,44
1676,4,48,32
1676,5,34,19
1676,6,34,19
1676,7,22,4
1676,8,17,4
1676,9,15,4
1676,10,15,-11
1677,1,62,72
1677,2,57,72
1677,3,46,64
1677,4,33,54
1677,5,24,44
1677,6,23,44
1677,7,10,35
1677,8,-1,20
1678,1,65,69
1678,2,61,61
1678,3,47,51
1678,4,45,41
1678,5,33,31
1678,6,33,29
1678,7,22,15
1678,8,29,15
1678,9,29,-10
1679,1,63,75
1679,2,52,64
1679,3,41,51
1679,4,30,40
1679,5,30,30
1679,6,10,24
1679,7,8,24
1679,8,-7,24
1680,1,75,74
1680,2,67,66
1680,3,67,65
1680,4,67,60
1680,5,67,58
1680,6,65,48
1680,7,59,39
1680,8,47,28
1680,9,31,18
1680,10,31,15
1680,11,31,17
1680,12,11,7
1680,13,11,14
1680,14,11,-1
1681,1,60,71
1681,2,45,61
1681,3,37,46
1681,4,22,31
1681,5,16,31
1681,6,18,31
1681,7,24,31
1681,8,4,21
1681,9,6,21
1681,10,4,21
1681,11,4,27
1681,12,-11,27
1682,1,64,60
1682,2,64,57
1682,3,64,52
1682,4,64,52
1682,5,64,46
1682,6,44,37
1682,7,29,25
1682,8,29,25
1682,9,19,10
1682,10,19,10
1682,11,19,-2
1683,1,65,62
1683,2,75,72
1683,3,50,66
1683,4,48,56
1683,5,38,48
1683,6,28,42
1683,7,8,29
1683,8,10,29
1683,9,4,18
1683,10,-1,18
1684,1,61,61
1684,2,50,47
1684,3,50,45
1684,4,50,50
1684,5,40,45
1684,6,29,20
1684,7,29,14
1684,8,29,14
1684,9,29,-6
1685,1,65,61
1685,2,61,49
1685,3,51,49
1685,4,37,41
1685,5,27,26
1685,6,27,23
1685,7,27,29
1685,8,16,9
1685,9,16,9
1685,10,15,9
1685,11,25,19
1685,12,25,25
1685,13,19,25
1685,14,14,25
1685,15,-1,12
1686,1,72,69
1686,2,72,69
1686,3,72,68
1686,4,72,67
1686,5,72,65
1686,6,70,51
1686,7,75,61
1686,8,60,47
1686,9,50,35
1686,10,50,25
1686,11,35,21
1686,12,34,21
1686,13,22,9
1686,14,22,9
1686,15,18,9
1686,16,13,9
1686,17,19,9
1686,18,19,-1
1687,1,60,71
1687,2,47,57
1687,3,39,45
1687,4,39,43
1687,5,24,28
1687,6,11,18
1687,7,11,18
1687,8,-4,2
1688,1,63,62
1688,2,63,60
1688,3,54,46
1688,4,40,38
1688,5,26,26
1688,6,24,26
1688,7,21,26
1688,8,17,26
1688,9,7,13
1688,10,5,13
1688,11,0,13
1689,1,70,64
1689,2,70,62
1689,3,66,49
1689,4,64,49
1689,5,51,37
1689,6,48,37
1689,7,39,23
1689,8,39,13
1689,9,39,0
1690,1,65,75
1690,2,55,62
1690,3,43,50
1690,4,29,42
1690,5,9,34
1690,6,19,44
1690,7,15,44
1690,8,4,30
1690,9,-21,17
1691,1,71,62
1691,2,71,57
1691,3,71,55
1691,4,71,45
1691,5,59,33
1691,6,46,13
1691,7,41,7
1691,8,47,7
1691,9,47,-9
1692,1,60,69
1692,2,58,54
1692,3,58,56
1692,4,46,36
1692,5,54,36
1692,6,52,16
1692,7,52,-9
1693,1,61,75
1693,2,47,67
1693,3,31,53
1693,4,21,49
1693,5,21,49
1693,6,26,49
1693,7,6,46
1693,8,6,41
1693,9,6,40
1693,10,14,40
1693,11,16,40
1693,12,20,40
1693,13,24,40
1693,14,30,40
1693,15,10,26
1693,16,14,26
1693,17,12,26
1693,18,10,26
1693,19,10,26
1693,20,12,26
1693,21,-3,26
1694,1,63,67
1694,2,48,54
1694,3,28,38
1694,4,18,28
1694,5,15,28
1694,6,13,28
1694,7,17,28
1694,8,17,28
1694,9,5,13
1694,10,4,13
1694,11,2,13
1694,12,-10,2
1695,1,63,63
1695,2,53,49
1695,3,43,38
1695,4,53,48
1695,5,51,34
1695,6,36,29
1695,7,26,29
1695,8,13,17
1695,9,11,17
1695,10,17,17
1695,11,17,18
1695,12,17,18
1695,13,12,18
1695,14,22,28
1695,15,12,22
1695,16,7,7
1695,17,3,7
1695,18,2,7
1695,19,0,7
1696,1,60,69
1696,2,59,69
1696,3,46,56
1696,4,21,41
1696,5,23,41
1696,6,18,41
1696,7,2,35
1696,8,-3,35
1697,1,65,75
1697,2,55,62
1697,3,41,37
1697,4,28,22
1697,5,27,22
1697,6,12,10
1697,7,10,10
1697,8,6,10
1697,9,6,-2
1698,1,64,61
1698,2,52,50
1698,3,48,40
1698,4,36,30
1698,5,11,14
1698,6,7,14
1698,7,17,24
1698,8,12,24
1698,9,6,24
1698,10,0,16
1699,1,65,69
1699,2,52,58
1699,3,38,45
1699,4,24,20
1699,5,13,4
1699,6,8,4
1699,7,6,4
1699,8,3,4
1699,9,3,-21
1700,1,64,61
1700,2,54,52
1700,3,54,48
1700,4,34,35
1700,5,21,20
1700,6,19,20
1700,7,29,30
1700,8,29,30
1700,9,29,29
1700,10,20,25
1700,11,20,20
1700,12,5,4
1700,13,1,4
1700,14,6,4
1700,15,3,4
1700,16,0,4
1701,1,65,64
1701,2,57,52
1701,3,42,37
1701,4,34,33
1701,5,34,28
1701,6,18,13
1701,7,18,-7
1702,1,62,75
1702,2,51,55
1702,3,36,43
1702,4,36,41
1702,5,24,27
1702,6,24,27
1702,7,14,27
1702,8,8,18
1702,9,8,18
1702,10,3,18
1702,11,-1,5
1703,1,60,75
1703,2,48,61
1703,3,42,47
1703,4,42,44
1703,5,52,54
1703,6,49,41
1703,7,44,41
1703,8,50,41
1703,9,50,45
1703,10,37,33
1703,11,25,27
1703,12,25,27
1703,13,21,27
1703,14,7,16
1703,15,2,2
1703,16,2,-23
1704,1,60,61
1704,2,60,61
1704,3,60,56
1704,4,50,41
1704,5,48,35
1704,6,35,23
1704,7,20,9
1704,8,18,9
1704,9,18,-6
1705,1,75,75
1705,2,61,75
1705,3,51,62
1705,4,61,72
1705,5,61,69
1705,6,61,69
1705,7,61,69
1705,8,61,67
1705,9,49,57
1705,10,38,43
1705,11,38,28
1705,12,34,15
1705,13,34,23
1705,14,22,7
1705,15,17,7
1705,16,17,-8
1706,1,61,65
1706,2,46,50
1706,3,41,36
1706,4,27,30
1706,5,23,30
1706,6,18,30
1706,7,7,20
1706,8,11,20
1706,9,-9,18
1707,1,64,75
1707,2,54,69
1707,3,42,65
1707,4,38,55
1707,5,38,53
1707,6,26,41
1707,7,6,39
1707,8,2,39
1707,9,0,39
1708,1,60,64
1708,2,46,58
1708,3,32,43
1708,4,30,43
1708,5,18,30
1708,6,8,18
1708,7,-2,5
1709,1,64,69
1709,2,64,59
1709,3,53,53
1709,4,41,41
1709,5,27,29
1709,6,12,18
1709,7,12,-2
1710,1,64,63
1710,2,51,57
1710,3,40,51
1710,4,36,45
1710,5,26,33
1710,6,20,18
1710,7,30,28
1710,8,30,23
1710,9,30,20
1710,10,30,15
1710,11,27,11
1710,12,27,-2
1711,1,61,63
1711,2,61,58
1711,3,49,53
1711,4,44,38
1711,5,54,48
1711,6,55,48
1711,7,55,49
1711,8,43,24
1711,9,43,21
1711,10,39,1
1711,11,39,-13
1712,1,60,64
1712,2,60,63
1712,3,49,48
1712,4,37,28
1712,5,31,16
1712,6,16,6
1712,7,20,6
1712,8,20,-8
1713,1,63,63
1713,2,52,51
1713,3,37,38
1713,4,25,28
1713,5,25,26
1713,6,13,15
1713,7,13,15
1713,8,11,15
1713,9,10,15
1713,10,8,15
1713,11,4,15
1713,12,14,25
1713,13,24,35
1713,14,24,36
1713,15,31,36
1713,16,19,24
1713,17,16,24
1713,18,14,24
1713,19,4,24
1713,20,0,24
1714,1,64,66
1714,2,51,51
1714,3,37,35
1714,4,47,45
1714,5,47,52
1714,6,43,52
1714,7,43,42
1714,8,43,37
1714,9,28,22
1714,10,23,9
1714,11,33,19
1714,12,24,4
1714,13,24,4
1714,14,24,-4
1715,1,60,75
1715,2,57,75
1715,3,45,50
1715,4,35,38
1715,5,23,26
1715,6,23,26
1715,7,11,13
1715,8,6,13
1715,9,-4,3
1716,1,62,60
1716,2,50,45
1716,3,35,39
1716,4,23,31
1716,5,19,31
1716,6,24,31
1716,7,24,31
1716,8,24,31
1716,9,20,31
1716,10,6,19
1716,11,6,19
1716,12,-7,9
1717,1,75,73
1717,2,75,70
1717,3,75,72
1717,4,59,60
1717,5,44,54
1717,6,34,41
1717,7,19,26
1717,8,6,16
1717,9,-5,5
1718,1,73,75
1718,2,68,73
1718,3,53,64
1718,4,43,49
1718,5,30,38
1718,6,25,30
1718,7,24,30
1718,8,14,30
1718,9,10,30
1718,10,7,30
1718,11,6,30
1718,12,4,30
1718,13,4,34
1718,14,12,34
1718,15,18,34
1718,16,13,34
1718,17,8,34
1718,18,7,34
1718,19,5,34
1718,20,-8,20
1719,1,63,69
1719,2,48,53
1719,3,45,47
1719,4,31,22
1719,5,6,7
1719,6,6,7
1719,7,6,-5
1720,1,62,61
1720,2,49,48
1720,3,37,40
1720,4,12,15
1720,5,7,15
1720,6,-13,5
1721,1,75,75
1721,2,62,60
1721,3,62,58
1721,4,51,50
1721,5,42,40
1721,6,37,30
1721,7,31,16
1721,8,23,6
1721,9,23,-3
1722,1,70,62
1722,2,60,52
1722,3,46,32
1722,4,46,30
1722,5,38,27
1722,6,33,12
1722,7,33,-3
1723,1,63,64
1723,2,48,50
1723,3,28,35
1723,4,18,10
1723,5,19,10
1723,6,13,10
1723,7,8,10
1723,8,8,-6
1724,1,60,71
1724,2,52,63
1724,3,40,51
1724,4,25,45
1724,5,23,45
1724,6,18,45
1724,7,15,45
1724,8,12,45
1724,9,8,35
1724,10,4,35
1724,11,-8,23
1725,1,65,65
1725,2,50,56
1725,3,46,46
1725,4,32,34
1725,5,17,31
1725,6,16,31
1725,7,16,31
1725,8,1,18
1725,9,-1,18
1726,1,75,71
1726,2,65,60
1726,3,54,49
1726,4,50,34
1726,5,39,20
1726,6,24,8
1726,7,26,8
1726,8,26,0
1727,1,63,60
1727,2,59,44
1727,3,44,34
1727,4,44,35
1727,5,29,22
1727,6,18,12
1727,7,20,12
1727,8,20,0
1728,1,61,67
1728,2,36,52
1728,3,16,39
1728,4,22,39
1728,5,17,39
1728,6,16,39
1728,7,16,39
1728,8,16,39
1728,9,12,36
1728,10,12,36
1728,11,12,36
1728,12,7,36
1728,13,7,36
1728,14,-4,30
1729,1,63,75
1729,2,53,62
1729,3,48,47
1729,4,32,34
1729,5,7,22
1729,6,17,32
1729,7,13,32
1729,8,-2,20
1730,1,75,75
1730,2,71,65
1730,3,57,51
1730,4,45,45
1730,5,30,32
1730,6,18,18
1730,7,14,18
1730,8,21,18
1730,9,20,18
1730,10,18,18
1730,11,16,18
1730,12,10,8
1730,13,10,-7
1731,1,60,50
1731,2,66,50
1731,3,60,44
1731,4,44,30
1731,5,40,21
1731,6,32,8
1731,7,32,-6
1732,1,73,72
1732,2,71,61
1732,3,71,67
1732,4,61,58
1732,5,48,46
1732,6,38,42
1732,7,18,27
1732,8,13,27
1732,9,12,27
1732,10,8,27
1732,11,6,27
1732,12,-7,12
1733,1,64,63
1733,2,54,48
1733,3,29,32
1733,4,24,18
1733,5,20,18
1733,6,17,18
1733,7,19,18
1733,8,18,18
1733,9,18,18
1733,10,4,4
1733,11,6,4
1733,12,6,-11
1734,1,63,70
1734,2,48,60
1734,3,38,40
1734,4,28,25
1734,5,25,11
1734,6,19,11
1734,7,21,11
1734,8,25,11
1734,9,23,11
1734,10,27,11
1734,11,21,3
1734,12,21,-13
1735,1,72,65
1735,2,60,65
1735,3,44,59
1735,4,30,34
1735,5,19,19
1735,6,16,19
1735,7,22,19
1735,8,20,19
1735,9,10,15
1735,10,10,0
1736,1,63,63
1736,2,52,52
1736,3,52,58
1736,4,39,43
1736,5,49,53
1736,6,34,43
1736,7,24,32
1736,8,9,22
1736,9,13,22
1736,10,1,16
1736,11,6,16
1736,12,-8,13
1737,1,65,61
1737,2,53,55
1737,3,43,40
1737,4,30,28
1737,5,29,28
1737,6,27,19
1737,7,27,27
1737,8,15,23
1737,9,25,33
1737,10,14,23
1737,11,11,23
1737,12,11,23
1737,13,1,19
1737,14,9,19
1737,15,19,29
1737,16,17,29
1737,17,14,29
1737,18,1,23
1737,19,11,33
1737,20,-4,21
1738,1,61,65
1738,2,61,61
1738,3,48,41
1738,4,35,28
1738,5,31,22
1738,6,21,11
1738,7,25,11
1738,8,20,11
1738,9,20,11
1738,10,20,-2
1739,1,61,63
1739,2,47,52
1739,3,37,37
1739,4,22,29
1739,5,21,29
1739,6,6,17
1739,7,3,17
1739,8,3,17
1739,9,-1,17
1740,1,60,64
1740,2,48,54
1740,3,34,39
1740,4,23,34
1740,5,18,34
1740,6,25,34
1740,7,12,9
1740,8,12,-1
1741,1,61,61
1741,2,48,49
1741,3,46,39
1741,4,34,31
1741,5,20,18
1741,6,5,9
1741,7,5,-1
1742,1,66,65
1742,2,61,65
1742,3,51,50
1742,4,35,34
1742,5,24,22
1742,6,9,8
1742,7,9,-7
1743,1,64,62
1743,2,64,66
1743,3,62,60
1743,4,52,45
1743,5,32,35
1743,6,19,15
1743,7,19,-5
1744,1,61,50
1744,2,53,39
1744,3,28,19
1744,4,28,14
1744,5,25,2
1744,6,25,2
1744,7,25,-4
1745,1,61,65
1745,2,50,60
1745,3,38,40
1745,4,33,28
1745,5,13,8
1745,6,10,8
1745,7,5,8
1745,8,13,8
1745,9,13,-4
1746,1,64,63
1746,2,55,51
1746,3,49,37
1746,4,49,41
1746,5,43,26
1746,6,34,15
1746,7,34,16
1746,8,34,14
1746,9,34,14
1746,10,34,19
1746,11,30,17
1746,12,30,17
1746,13,14,7
1746,14,14,-8
1747,1,61,50
1747,2,61,52
1747,3,47,37
1747,4,57,47
1747,5,47,32
1747,6,44,22
1747,7,34,12
1747,8,34,-2
1748,1,65,62
1748,2,53,48
1748,3,28,43
1748,4,13,27
1748,5,11,22
1748,6,6,22
1748,7,6,-3
1749,1,70,62
1749,2,75,72
1749,3,63,57
1749,4,63,52
1749,5,54,47
1749,6,58,47
1749,7,43,39
1749,8,43,36
1749,9,43,21
1749,10,33,11
1749,11,33,13
1749,12,20,2
1749,13,5,2
1749,14,1,2
1749,15,11,12
1749,16,11,-1
1750,1,63,66
1750,2,63,62
1750,3,63,52
1750,4,55,37
1750,5,51,24
1750,6,51,19
1750,7,51,-1
1751,1,61,63
1751,2,49,53
1751,3,49,48
1751,4,49,48
1751,5,49,48
1751,6,46,33
1751,7,36,24
1751,8,11,11
1751,9,11,11
1751,10,11,18
1751,11,12,18
1751,12,-3,6
1752,1,65,60
1752,2,75,70
1752,3,63,62
1752,4,63,66
1752,5,63,72
1752,6,63,67
1752,7,63,66
1752,8,63,66
1752,9,63,60
1752,10,73,70
1752,11,68,66
1752,12,63,66
1752,13,63,66
1752,14,61,54
1752,15,49,38
1752,16,39,24
1752,17,41,24
1752,18,37,9
1752,19,37,11
1752,20,37,0
1753,1,65,63
1753,2,60,49
1753,3,54,34
1753,4,38,22
1753,5,28,7
1753,6,28,-1
1754,1,55,59
1754,2,42,34
1754,3,42,35
1754,4,42,35
1754,5,42,37
1754,6,36,27
1754,7,16,14
1754,8,14,14
1754,9,24,24
1754,10,28,24
1754,11,28,20
1754,12,28,19
1754,13,13,9
1754,14,13,-2
1755,1,59,62
1755,2,44,51
1755,3,34,40
1755,4,34,35
1755,5,34,31
1755,6,28,27
1755,7,8,17
1755,8,6,17
1755,9,-4,17
1756,1,60,60
1756,2,46,48
1756,3,46,47
1756,4,46,44
1756,5,48,44
1756,6,44,34
1756,7,44,29
1756,8,40,15
1756,9,28,3
1756,10,28,-10
1757,1,60,66
1757,2,58,53
1757,3,48,38
1757,4,38,32
1757,5,26,27
1757,6,14,12
1757,7,12,12
1757,8,17,12
1757,9,27,22
1757,10,21,9
1757,11,19,9
1757,12,15,1
1757,13,15,-10
1758,1,60,69
1758,2,46,57
1758,3,43,52
1758,4,23,40
1758,5,25,40
1758,6,31,40
1758,7,31,48
1758,8,31,48
1758,9,28,38
1758,10,13,24
1758,11,5,16
1758,12,-10,7
1759,1,60,75
1759,2,60,74
1759,3,60,75
1759,4,50,65
1759,5,36,49
1759,6,21,37
1759,7,19,37
1759,8,15,27
1759,9,5,2
1759,10,5,2
1759,11,5,-10
1760,1,69,65
1760,2,58,50
1760,3,58,45
1760,4,47,33
1760,5,32,25
1760,6,28,14
1760,7,22,4
1760,8,22,-9
1761,1,64,55
1761,2,54,41
1761,3,44,31
1761,4,31,11
1761,5,31,-5
1762,1,60,55
1762,2,58,44
1762,3,38,33
1762,4,28,21
1762,5,16,8
1762,6,16,8
1762,7,16,-4
1763,1,72,69
1763,2,69,69
1763,3,56,49
1763,4,56,45
1763,5,66,55
1763,6,46,41
1763,7,21,29
1763,8,31,39
1763,9,18,27
1763,10,18,24
1763,11,18,24
1763,12,20,24
1763,13,30,34
1763,14,15,31
1763,15,4,25
1763,16,2,25
1763,17,2,20
1763,18,-18,7
1764,1,64,72
1764,2,64,68
1764,3,49,57
1764,4,34,45
1764,5,34,40
1764,6,34,38
1764,7,34,33
1764,8,24,27
1764,9,20,27
1764,10,20,12
1764,11,30,22
1764,12,20,12
1764,13,14,12
1764,14,-6,4
1765,1,62,63
1765,2,47,38
1765,3,41,34
1765,4,41,34
1765,5,35,21
1765,6,35,20
1765,7,35,17
1765,8,35,19
1765,9,35,25
1765,10,35,27
1765,11,40,27
1765,12,40,26
1765,13,40,27
1765,14,40,32
1765,15,38,20
1765,16,33,10
1765,17,33,-2
1766,1,64,71
1766,2,51,69
1766,3,51,75
1766,4,42,65
1766,5,17,57
1766,6,12,57
1766,7,22,67
1766,8,10,53
1766,9,10,49
1766,10,-2,46
1767,1,61,62
1767,2,47,42
1767,3,44,27
1767,4,44,12
1767,5,44,-3
1768,1,61,63
1768,2,61,58
1768,3,51,45
1768,4,61,55
1768,5,36,49
1768,6,36,49
1768,7,36,39
1768,8,36,39
1768,9,36,36
1768,10,22,30
1768,11,17,15
1768,12,7,15
1768,13,7,17
1768,14,9,17
1768,15,10,17
1768,16,0,17
1769,1,62,65
1769,2,62,66
1769,3,62,65
1769,4,62,65
1769,5,62,64
1769,6,62,62
1769,7,62,47
1769,8,53,33
1769,9,41,29
1769,10,39,17
1769,11,24,11
1769,12,24,11
1769,13,24,0
1770,1,65,65
